INSERT INTO VOTA_SPETTATORE (ANNATA_OE, COD_SPETTATORE, COD_OPERA) VALUES
(2024, 7168,  27430),
(2024, 7169,  2671),
(2024, 7170,  22050),
(2024, 7171,  1927),
(2024, 7172,  1874),
(2024, 7173,  492),
(2024, 7174,  22124),
(2024, 7175,  1932),
(2024, 7176,  5739),
(2024, 7177,  2353),
(2024, 7178,  10808),
(2024, 7179,  2829),
(2024, 7180,  19656),
(2024, 7181,  1455),
(2024, 7182,  335),
(2024, 7183,  2516),
(2024, 7184,  2103),
(2024, 7185,  471),
(2024, 7186,  15311),
(2024, 7187,  25621),
(2024, 7188,  25806),
(2024, 7189,  2586),
(2024, 7190,  6644),
(2024, 7191,  3298),
(2024, 7192,  14516),
(2024, 7193,  11305),
(2024, 7194,  3159),
(2024, 7195,  27673),
(2024, 7196,  1106),
(2024, 7197,  12237),
(2024, 7198,  6827),
(2024, 7199,  8535),
(2024, 7200,  335),
(2024, 7201,  27269),
(2024, 7202,  2399),
(2024, 7203,  22396),
(2024, 7204,  22436),
(2024, 7205,  334),
(2024, 7206,  2805),
(2024, 7207,  3158),
(2024, 7208,  2755),
(2024, 7209,  25069),
(2024, 7210,  2034),
(2024, 7211,  5739),
(2024, 7212,  678),
(2024, 7213,  25762),
(2024, 7214,  1633),
(2024, 7215,  4175),
(2024, 7216,  1645),
(2024, 7217,  3222),
(2024, 7218,  2285),
(2024, 7219,  10278),
(2024, 7220,  1026),
(2024, 7221,  4307),
(2024, 7222,  2427),
(2024, 7223,  641),
(2024, 7224,  9682),
(2024, 7225,  1868),
(2024, 7226,  8438),
(2024, 7227,  27435),
(2024, 7228,  6381),
(2024, 7229,  19189),
(2024, 7230,  2076),
(2024, 7231,  3226),
(2024, 7232,  17129),
(2024, 7233,  20537),
(2024, 7234,  2664),
(2024, 7235,  17529),
(2024, 7236,  1266),
(2024, 7237,  2284),
(2024, 7238,  16900),
(2024, 7239,  1833),
(2024, 7240,  1053),
(2024, 7241,  22396),
(2024, 7242,  1869),
(2024, 7243,  2212),
(2024, 7244,  3062),
(2024, 7245,  8535),
(2024, 7246,  12045),
(2024, 7247,  1645),
(2024, 7248,  5272),
(2024, 7249,  7),
(2024, 7250,  16756),
(2024, 7251,  2267),
(2024, 7252,  2266),
(2024, 7253,  9931),
(2024, 7254,  537),
(2024, 7255,  14516),
(2024, 7256,  1977),
(2024, 7257,  4175),
(2024, 7258,  2968),
(2024, 7259,  453),
(2024, 7260,  23467),
(2024, 7261,  2106),
(2024, 7262,  12522),
(2024, 7263,  3222),
(2024, 7264,  3453),
(2024, 7265,  3222),
(2024, 7266,  17644),
(2024, 7267,  26344),
(2024, 7268,  21890),
(2024, 7269,  1679),
(2024, 7270,  1928),
(2024, 7271,  2188),
(2024, 7272,  22077),
(2024, 7273,  3002),
(2024, 7274,  51),
(2024, 7275,  22015),
(2024, 7276,  8906),
(2024, 7277,  5070),
(2024, 7278,  1318),
(2024, 7279,  207),
(2024, 7280,  26492),
(2024, 7281,  19994),
(2024, 7282,  1633),
(2024, 7283,  19540),
(2024, 7284,  3436),
(2024, 7285,  2106),
(2024, 7286,  16959),
(2024, 7287,  1839),
(2024, 7288,  19866),
(2024, 7289,  1965),
(2024, 7290,  1859),
(2024, 7291,  1874),
(2024, 7292,  2281),
(2024, 7293,  25129),
(2024, 7294,  3241),
(2024, 7295,  12694),
(2024, 7296,  26492),
(2024, 7297,  2232),
(2024, 7298,  1532),
(2024, 7299,  988),
(2024, 7300,  3229),
(2024, 7301,  1928),
(2024, 7302,  7),
(2024, 7303,  9411),
(2024, 7304,  9931),
(2024, 7305,  3120),
(2024, 7306,  1229),
(2024, 7307,  6381),
(2024, 7308,  1255),
(2024, 7309,  2881),
(2024, 7310,  3570),
(2024, 7311,  20602),
(2024, 7312,  14563),
(2024, 7313,  2326),
(2024, 7314,  7835),
(2024, 7315,  21099),
(2024, 7316,  21522),
(2024, 7317,  11895),
(2024, 7318,  3986),
(2024, 7319,  346),
(2024, 7320,  6333),
(2024, 7321,  16931),
(2024, 7322,  2103),
(2024, 7323,  641),
(2024, 7324,  21087),
(2024, 7325,  18543),
(2024, 7326,  25817),
(2024, 7327,  3554),
(2024, 7328,  2526),
(2024, 7329,  1681),
(2024, 7330,  3570),
(2024, 7331,  24050),
(2024, 7332,  25129),
(2024, 7333,  417),
(2024, 7334,  17517),
(2024, 7335,  8781),
(2024, 7336,  16045),
(2024, 7337,  5406),
(2024, 7338,  26344),
(2024, 7339,  207),
(2024, 7340,  1681),
(2024, 7341,  8337),
(2024, 7342,  776),
(2024, 7343,  2628),
(2024, 7344,  2806),
(2024, 7345,  17419),
(2024, 7346,  8337),
(2024, 7347,  2519),
(2024, 7348,  3436),
(2024, 7349,  24527),
(2024, 7350,  1390),
(2024, 7351,  7436),
(2024, 7352,  26828),
(2024, 7353,  3321),
(2024, 7354,  1759),
(2024, 7355,  784),
(2024, 7356,  604),
(2024, 7357,  148),
(2024, 7358,  3241),
(2024, 7359,  2266),
(2024, 7360,  853),
(2024, 7361,  27435),
(2024, 7362,  25200),
(2024, 7363,  493),
(2024, 7364,  6333),
(2024, 7365,  14581),
(2024, 7366,  553),
(2024, 7367,  960),
(2024, 7368,  7189),
(2024, 7369,  1965),
(2024, 7370,  19540),
(2024, 7371,  21491),
(2024, 7372,  1750),
(2024, 7373,  21205),
(2024, 7374,  688),
(2024, 7375,  2260),
(2024, 7376,  1517),
(2024, 7377,  1715),
(2024, 7378,  7457),
(2024, 7379,  1947),
(2024, 7380,  3344),
(2024, 7381,  26530),
(2024, 7382,  11801),
(2024, 7383,  16900),
(2024, 7384,  9805),
(2024, 7385,  17601),
(2024, 7386,  924),
(2024, 7387,  15539),
(2024, 7388,  3062),
(2024, 7389,  6827),
(2024, 7390,  1681),
(2024, 7391,  19866),
(2024, 7392,  17636),
(2024, 7393,  18047),
(2024, 7394,  12400),
(2024, 7395,  1350),
(2024, 7396,  25770),
(2024, 7397,  5272),
(2024, 7398,  22077),
(2024, 7399,  924),
(2024, 7400,  24808),
(2024, 7401,  1247),
(2024, 7402,  15166),
(2024, 7403,  604),
(2024, 7404,  3344),
(2024, 7405,  2971),
(2024, 7406,  1350),
(2024, 7407,  3106),
(2024, 7408,  22966),
(2024, 7409,  21890),
(2024, 7410,  562),
(2024, 7411,  9682),
(2024, 7412,  17808),
(2024, 7413,  1457),
(2024, 7414,  402),
(2024, 7415,  2029),
(2024, 7416,  22034),
(2024, 7417,  27898),
(2024, 7418,  15137),
(2024, 7419,  16096),
(2024, 7420,  495),
(2024, 7421,  445),
(2024, 7422,  82),
(2024, 7423,  1151),
(2024, 7424,  493),
(2024, 7425,  16109),
(2024, 7426,  6827),
(2024, 7427,  2414),
(2024, 7428,  5209),
(2024, 7429,  22966),
(2024, 7430,  11704),
(2024, 7431,  2302),
(2024, 7432,  2767),
(2024, 7433,  2881),
(2024, 7434,  16555),
(2024, 7435,  19142),
(2024, 7436,  1514),
(2024, 7437,  26003),
(2024, 7438,  2921),
(2024, 7439,  10422),
(2024, 7440,  3231),
(2024, 7441,  968),
(2024, 7442,  1626),
(2024, 7443,  2103),
(2024, 7444,  24641),
(2024, 7445,  27472),
(2024, 7446,  25770),
(2024, 7447,  27322),
(2024, 7448,  1975),
(2024, 7449,  11192),
(2024, 7450,  2749),
(2024, 7451,  2353),
(2024, 7452,  15166),
(2024, 7453,  2399),
(2024, 7454,  12088),
(2024, 7455,  27221),
(2024, 7456,  12945),
(2024, 7457,  18013),
(2024, 7458,  3570),
(2024, 7459,  8091),
(2024, 7460,  16096),
(2024, 7461,  26999),
(2024, 7462,  27061),
(2024, 7463,  2516),
(2024, 7464,  22342),
(2024, 7465,  1840),
(2024, 7466,  1455),
(2024, 7467,  21170),
(2024, 7468,  20602),
(2024, 7469,  974),
(2024, 7470,  19853),
(2024, 7471,  2513),
(2024, 7472,  676),
(2024, 7473,  1141),
(2024, 7474,  21225),
(2024, 7475,  12522),
(2024, 7476,  2742),
(2024, 7477,  17529),
(2024, 7478,  17529),
(2024, 7479,  562),
(2024, 7480,  4307),
(2024, 7481,  6515),
(2024, 7482,  22050),
(2024, 7483,  1833),
(2024, 7484,  8144),
(2024, 7485,  15483),
(2024, 7486,  2628),
(2024, 7487,  1255),
(2024, 7488,  14969),
(2024, 7489,  2427),
(2024, 7490,  7835),
(2024, 7491,  1947),
(2024, 7492,  1703),
(2024, 7493,  22923),
(2024, 7494,  21205),
(2024, 7495,  2083),
(2024, 7496,  3054),
(2024, 7497,  1839),
(2024, 7498,  8285),
(2024, 7499,  2061),
(2024, 7500,  8013),
(2024, 7501,  19001),
(2024, 7502,  1947),
(2024, 7503,  1874),
(2024, 7504,  25817),
(2024, 7505,  20537),
(2024, 7506,  15137),
(2024, 7507,  14969),
(2024, 7508,  1703),
(2024, 7509,  28115),
(2024, 7510,  2523),
(2024, 7511,  892),
(2024, 7512,  12749),
(2024, 7513,  660),
(2024, 7514,  495),
(2024, 7515,  13664),
(2024, 7516,  678),
(2024, 7517,  53),
(2024, 7518,  1977),
(2024, 7519,  4464),
(2024, 7520,  240),
(2024, 7521,  15135),
(2024, 7522,  27472),
(2024, 7523,  22966),
(2024, 7524,  3986),
(2024, 7525,  175),
(2024, 7526,  18152),
(2024, 7527,  1756),
(2024, 7528,  778),
(2024, 7529,  15483),
(2024, 7530,  17529),
(2024, 7531,  27430),
(2024, 7532,  2586),
(2024, 7533,  1457),
(2024, 7534,  2673),
(2024, 7535,  2628),
(2024, 7536,  2267),
(2024, 7537,  5806),
(2024, 7538,  7779),
(2024, 7539,  20602),
(2024, 7540,  3054),
(2024, 7541,  3293),
(2024, 7542,  1320),
(2024, 7543,  5806),
(2024, 7544,  280),
(2024, 7545,  24641),
(2024, 7546,  2900),
(2024, 7547,  25200),
(2024, 7548,  14234),
(2024, 7549,  9423),
(2024, 7550,  2827),
(2024, 7551,  8091),
(2024, 7552,  13664),
(2024, 7553,  2767),
(2024, 7554,  2232),
(2024, 7555,  3261),
(2024, 7556,  27929),
(2024, 7557,  2285),
(2024, 7558,  3453),
(2024, 7559,  2281),
(2024, 7560,  2513),
(2024, 7561,  7),
(2024, 7562,  5705),
(2024, 7563,  12945),
(2024, 7564,  13754),
(2024, 7565,  987),
(2024, 7566,  23432),
(2024, 7567,  5272),
(2024, 7568,  25200),
(2024, 7569,  16931),
(2024, 7570,  1722),
(2024, 7571,  3516),
(2024, 7572,  7189),
(2024, 7573,  1563),
(2024, 7574,  3112),
(2024, 7575,  9619),
(2024, 7576,  24050),
(2024, 7577,  27707),
(2024, 7578,  16555),
(2024, 7579,  15921),
(2024, 7580,  417),
(2024, 7581,  14426),
(2024, 7582,  20669),
(2024, 7583,  14836),
(2024, 7584,  1563),
(2024, 7585,  9619),
(2024, 7586,  10244),
(2024, 7587,  1457),
(2024, 7588,  23302),
(2024, 7589,  27832),
(2024, 7590,  11870),
(2024, 7591,  16959),
(2024, 7592,  148),
(2024, 7593,  6724),
(2024, 7594,  12522),
(2024, 7595,  12237),
(2024, 7596,  2091),
(2024, 7597,  12165),
(2024, 7598,  148),
(2024, 7599,  7457),
(2024, 7600,  553),
(2024, 7601,  2083),
(2024, 7602,  9682),
(2024, 7603,  5209),
(2024, 7604,  19943),
(2024, 7605,  2427),
(2024, 7606,  16441),
(2024, 7607,  14234),
(2024, 7608,  276),
(2024, 7609,  27339),
(2024, 7610,  740),
(2024, 7611,  27435),
(2024, 7612,  1959),
(2024, 7613,  27435),
(2024, 7614,  627),
(2024, 7615,  8716),
(2024, 7616,  6066),
(2024, 7617,  2561),
(2024, 7618,  1975),
(2024, 7619,  21890),
(2024, 7620,  1532),
(2024, 7621,  360),
(2024, 7622,  2575),
(2024, 7623,  6937),
(2024, 7624,  18852),
(2024, 7625,  2108),
(2024, 7626,  562),
(2024, 7627,  540),
(2024, 7628,  23896),
(2024, 7629,  3231),
(2024, 7630,  11895),
(2024, 7631,  593),
(2024, 7632,  19189),
(2024, 7633,  1759),
(2024, 7634,  17601),
(2024, 7635,  1932),
(2024, 7636,  1189),
(2024, 7637,  27109),
(2024, 7638,  2326),
(2024, 7639,  3241),
(2024, 7640,  1390),
(2024, 7641,  1674),
(2024, 7642,  2314),
(2024, 7643,  2586),
(2024, 7644,  1350),
(2024, 7645,  17636),
(2024, 7646,  471),
(2024, 7647,  23432),
(2024, 7648,  2061),
(2024, 7649,  2404),
(2024, 7650,  14836),
(2024, 7651,  627),
(2024, 7652,  17419),
(2024, 7653,  1001),
(2024, 7654,  988),
(2024, 7655,  20537),
(2024, 7656,  16045),
(2024, 7657,  23333),
(2024, 7658,  3261),
(2024, 7659,  1750),
(2024, 7660,  2217),
(2024, 7661,  3120),
(2024, 7662,  1026),
(2024, 7663,  696),
(2024, 7664,  2023),
(2024, 7665,  8535),
(2024, 7666,  17039),
(2024, 7667,  2414),
(2024, 7668,  13794),
(2024, 7669,  2267),
(2024, 7670,  16109),
(2024, 7671,  27673),
(2024, 7672,  906),
(2024, 7673,  17962),
(2024, 7674,  25762),
(2024, 7675,  2217),
(2024, 7676,  3150),
(2024, 7677,  1868),
(2024, 7678,  26024),
(2024, 7679,  8535),
(2024, 7680,  7),
(2024, 7681,  3158),
(2024, 7682,  1874),
(2024, 7683,  7472),
(2024, 7684,  17808),
(2024, 7685,  19142),
(2024, 7686,  20429),
(2024, 7687,  4684),
(2024, 7688,  11192),
(2024, 7689,  12400),
(2024, 7690,  24109),
(2024, 7691,  676),
(2024, 7692,  627),
(2024, 7693,  19994),
(2024, 7694,  1869),
(2024, 7695,  28115),
(2024, 7696,  1874),
(2024, 7697,  2977),
(2024, 7698,  148),
(2024, 7699,  627),
(2024, 7700,  20239),
(2024, 7701,  20669),
(2024, 7702,  24774),
(2024, 7703,  194),
(2024, 7704,  492),
(2024, 7705,  2415),
(2024, 7706,  3261),
(2024, 7707,  3554),
(2024, 7708,  8139),
(2024, 7709,  11870),
(2024, 7710,  3280),
(2024, 7711,  3436),
(2024, 7712,  2586),
(2024, 7713,  25621),
(2024, 7714,  960),
(2024, 7715,  2414),
(2024, 7716,  7436),
(2024, 7717,  17086),
(2024, 7718,  1372),
(2024, 7719,  16931),
(2024, 7720,  3292),
(2024, 7721,  2829),
(2024, 7722,  492),
(2024, 7723,  21087),
(2024, 7724,  1141),
(2024, 7725,  2628),
(2024, 7726,  15189),
(2024, 7727,  4949),
(2024, 7728,  8716),
(2024, 7729,  17644),
(2024, 7730,  562),
(2024, 7731,  924),
(2024, 7732,  1229),
(2024, 7733,  1580),
(2024, 7734,  24902),
(2024, 7735,  584),
(2024, 7736,  1975),
(2024, 7737,  987),
(2024, 7738,  27061),
(2024, 7739,  8624),
(2024, 7740,  23333),
(2024, 7741,  19994),
(2024, 7742,  445),
(2024, 7743,  297),
(2024, 7744,  1222),
(2024, 7745,  26024),
(2024, 7746,  22077),
(2024, 7747,  1208),
(2024, 7748,  2414),
(2024, 7749,  22328),
(2024, 7750,  2628),
(2024, 7751,  27322),
(2024, 7752,  26503),
(2024, 7753,  346),
(2024, 7754,  11870),
(2024, 7755,  1679),
(2024, 7756,  11873),
(2024, 7757,  1927),
(2024, 7758,  25301),
(2024, 7759,  362),
(2024, 7760,  1229),
(2024, 7761,  772),
(2024, 7762,  1017),
(2024, 7763,  6613),
(2024, 7764,  26828),
(2024, 7765,  2106),
(2024, 7766,  2523),
(2024, 7767,  23467),
(2024, 7768,  297),
(2024, 7769,  24808),
(2024, 7770,  2266),
(2024, 7771,  8090),
(2024, 7772,  2267),
(2024, 7773,  25770),
(2024, 7774,  26999),
(2024, 7775,  540),
(2024, 7776,  20921),
(2024, 7777,  346),
(2024, 7778,  23467),
(2024, 7779,  740),
(2024, 7780,  10923),
(2024, 7781,  4949),
(2024, 7782,  15539),
(2024, 7783,  22328),
(2024, 7784,  2424),
(2024, 7785,  16959),
(2024, 7786,  317),
(2024, 7787,  8438),
(2024, 7788,  417),
(2024, 7789,  18047),
(2024, 7790,  7779),
(2024, 7791,  2900),
(2024, 7792,  1063),
(2024, 7793,  1633),
(2024, 7794,  10386),
(2024, 7795,  11801),
(2024, 7796,  27673),
(2024, 7797,  8781),
(2024, 7798,  1053),
(2024, 7799,  1350),
(2024, 7800,  346),
(2024, 7801,  1679),
(2024, 7802,  11305),
(2024, 7803,  2267),
(2024, 7804,  3293),
(2024, 7805,  1868),
(2024, 7806,  3344),
(2024, 7807,  11704),
(2024, 7808,  772),
(2024, 7809,  7),
(2024, 7810,  25069),
(2024, 7811,  276),
(2024, 7812,  2881),
(2024, 7813,  23498),
(2024, 7814,  240),
(2024, 7815,  12541),
(2024, 7816,  346),
(2024, 7817,  16867),
(2024, 7818,  13856),
(2024, 7819,  19943),
(2024, 7820,  16609),
(2024, 7821,  3106),
(2024, 7822,  27061),
(2024, 7823,  17123),
(2024, 7824,  12400),
(2024, 7825,  1605),
(2024, 7826,  251),
(2024, 7827,  3106),
(2024, 7828,  10695),
(2024, 7829,  493),
(2024, 7830,  22190),
(2024, 7831,  8060),
(2024, 7832,  17129),
(2024, 7833,  778),
(2024, 7834,  12088),
(2024, 7835,  12854),
(2024, 7836,  9931),
(2024, 7837,  27673),
(2024, 7838,  5406),
(2024, 7839,  22836),
(2024, 7840,  24902),
(2024, 7841,  1626),
(2024, 7842,  2021),
(2024, 7843,  25649),
(2024, 7844,  6724),
(2024, 7845,  3062),
(2024, 7846,  17808),
(2024, 7847,  2284),
(2024, 7848,  251),
(2024, 7849,  25205),
(2024, 7850,  1859),
(2024, 7851,  892),
(2024, 7852,  10695),
(2024, 7853,  14836),
(2024, 7854,  27472),
(2024, 7855,  24641),
(2024, 7856,  51),
(2024, 7857,  22836),
(2024, 7858,  2767),
(2024, 7859,  22458),
(2024, 7860,  27061),
(2024, 7861,  21099),
(2024, 7862,  1532),
(2024, 7863,  3293),
(2024, 7864,  27409),
(2024, 7865,  14581),
(2024, 7866,  20601),
(2024, 7867,  16410),
(2024, 7868,  28062),
(2024, 7869,  16555),
(2024, 7870,  490),
(2024, 7871,  1674),
(2024, 7872,  2427),
(2024, 7873,  25817),
(2024, 7874,  14836),
(2024, 7875,  6333),
(2024, 7876,  8543),
(2024, 7877,  21087),
(2024, 7878,  5209),
(2024, 7879,  839),
(2024, 7880,  6827),
(2024, 7881,  8060),
(2024, 7882,  17477),
(2024, 7883,  2595),
(2024, 7884,  493),
(2024, 7885,  1928),
(2024, 7886,  1703),
(2024, 7887,  3220),
(2024, 7888,  27117),
(2024, 7889,  9931),
(2024, 7890,  379),
(2024, 7891,  24641),
(2024, 7892,  25142),
(2024, 7893,  924),
(2024, 7894,  2399),
(2024, 7895,  445),
(2024, 7896,  2575),
(2024, 7897,  8139),
(2024, 7898,  21782),
(2024, 7899,  7436),
(2024, 7900,  20885),
(2024, 7901,  641),
(2024, 7902,  23432),
(2024, 7903,  537),
(2024, 7904,  2738),
(2024, 7905,  2404),
(2024, 7906,  19994),
(2024, 7907,  464),
(2024, 7908,  495),
(2024, 7909,  1548),
(2024, 7910,  1164),
(2024, 7911,  6613),
(2024, 7912,  3241),
(2024, 7913,  3229),
(2024, 7914,  2414),
(2024, 7915,  540),
(2024, 7916,  6381),
(2024, 7917,  2769),
(2024, 7918,  12088),
(2024, 7919,  5209),
(2024, 7920,  5739),
(2024, 7921,  24808),
(2024, 7922,  492),
(2024, 7923,  3112),
(2024, 7924,  26895),
(2024, 7925,  696),
(2024, 7926,  8906),
(2024, 7927,  8337),
(2024, 7928,  20429),
(2024, 7929,  688),
(2024, 7930,  2749),
(2024, 7931,  17419),
(2024, 7932,  21225),
(2024, 7933,  5209),
(2024, 7934,  855),
(2024, 7935,  25941),
(2024, 7936,  13431),
(2024, 7937,  1611),
(2024, 7938,  2755),
(2024, 7939,  2749),
(2024, 7940,  2769),
(2024, 7941,  1654),
(2024, 7942,  1390),
(2024, 7943,  27898),
(2024, 7944,  297),
(2024, 7945,  417),
(2024, 7946,  2980),
(2024, 7947,  2760),
(2024, 7948,  3149),
(2024, 7949,  16109),
(2024, 7950,  27117),
(2024, 7951,  2664),
(2024, 7952,  3106),
(2024, 7953,  14426),
(2024, 7954,  1243),
(2024, 7955,  26925),
(2024, 7956,  9186),
(2024, 7957,  12165),
(2024, 7958,  28115),
(2024, 7959,  960),
(2024, 7960,  1580),
(2024, 7961,  3029),
(2024, 7962,  12522),
(2024, 7963,  25906),
(2024, 7964,  10122),
(2024, 7965,  11895),
(2024, 7966,  12400),
(2024, 7967,  3323),
(2024, 7968,  23395),
(2024, 7969,  16900),
(2024, 7970,  10695),
(2024, 7971,  5745),
(2024, 7972,  2767),
(2024, 7973,  5745),
(2024, 7974,  276),
(2024, 7975,  484),
(2024, 7976,  17123),
(2024, 7977,  18543),
(2024, 7978,  1603),
(2024, 7979,  17962),
(2024, 7980,  4684),
(2024, 7981,  2742),
(2024, 7982,  20416),
(2024, 7983,  6264),
(2024, 7984,  1965),
(2024, 7985,  12400),
(2024, 7986,  9174),
(2024, 7987,  15166),
(2024, 7988,  18160),
(2024, 7989,  16867),
(2024, 7990,  3323),
(2024, 7991,  1151),
(2024, 7992,  19001),
(2024, 7993,  7197),
(2024, 7994,  8716),
(2024, 7995,  8543),
(2024, 7996,  197),
(2024, 7997,  11305),
(2024, 7998,  3226),
(2024, 7999,  27894),
(2024, 8000,  19866),
(2024, 8001,  3150),
(2024, 8002,  19853),
(2024, 8003,  1703),
(2024, 8004,  650),
(2024, 8005,  8543),
(2024, 8006,  1654),
(2024, 8007,  833),
(2024, 8008,  3298),
(2024, 8009,  8090),
(2024, 8010,  3220),
(2024, 8011,  15311),
(2024, 8012,  1709),
(2024, 8013,  1840),
(2024, 8014,  27472),
(2024, 8015,  740),
(2024, 8016,  7078),
(2024, 8017,  12922),
(2024, 8018,  1318),
(2024, 8019,  22077),
(2024, 8020,  7),
(2024, 8021,  1326),
(2024, 8022,  2924),
(2024, 8023,  2320),
(2024, 8024,  26024),
(2024, 8025,  4980),
(2024, 8026,  5705),
(2024, 8027,  2083),
(2024, 8028,  24527),
(2024, 8029,  2108),
(2024, 8030,  3261),
(2024, 8031,  1372),
(2024, 8032,  19540),
(2024, 8033,  1666),
(2024, 8034,  12522),
(2024, 8035,  2513),
(2024, 8036,  25649),
(2024, 8037,  1840),
(2024, 8038,  3389),
(2024, 8039,  1517),
(2024, 8040,  15137),
(2024, 8041,  25817),
(2024, 8042,  12237),
(2024, 8043,  12854),
(2024, 8044,  26503),
(2024, 8045,  3229),
(2024, 8046,  10808),
(2024, 8047,  8337),
(2024, 8048,  12237),
(2024, 8049,  911),
(2024, 8050,  10422),
(2024, 8051,  464),
(2024, 8052,  25301),
(2024, 8053,  20601),
(2024, 8054,  2302),
(2024, 8055,  26003),
(2024, 8056,  7197),
(2024, 8057,  3330),
(2024, 8058,  1237),
(2024, 8059,  25941),
(2024, 8060,  1611),
(2024, 8061,  25770),
(2024, 8062,  18543),
(2024, 8063,  1583),
(2024, 8064,  3298),
(2024, 8065,  1237),
(2024, 8066,  1017),
(2024, 8067,  1466),
(2024, 8068,  493),
(2024, 8069,  1439),
(2024, 8070,  556),
(2024, 8071,  1063),
(2024, 8072,  12165),
(2024, 8073,  2924),
(2024, 8074,  1141),
(2024, 8075,  9931),
(2024, 8076,  28351),
(2024, 8077,  2106),
(2024, 8078,  15483),
(2024, 8079,  7436),
(2024, 8080,  1532),
(2024, 8081,  7472),
(2024, 8082,  19204),
(2024, 8083,  22436),
(2024, 8084,  974),
(2024, 8085,  2968),
(2024, 8086,  194),
(2024, 8087,  870),
(2024, 8088,  442),
(2024, 8089,  1720),
(2024, 8090,  1715),
(2024, 8091,  2103),
(2024, 8092,  1326),
(2024, 8093,  19781),
(2024, 8094,  10122),
(2024, 8095,  8669),
(2024, 8096,  2633),
(2024, 8097,  368),
(2024, 8098,  784),
(2024, 8099,  833),
(2024, 8100,  1925),
(2024, 8101,  3093),
(2024, 8102,  2170),
(2024, 8103,  9805),
(2024, 8104,  696),
(2024, 8105,  26999),
(2024, 8106,  317),
(2024, 8107,  6333),
(2024, 8108,  20885),
(2024, 8109,  1756),
(2024, 8110,  14516),
(2024, 8111,  3298),
(2024, 8112,  650),
(2024, 8113,  1611),
(2024, 8114,  25132),
(2024, 8115,  12045),
(2024, 8116,  19781),
(2024, 8117,  25142),
(2024, 8118,  7835),
(2024, 8119,  8906),
(2024, 8120,  2881),
(2024, 8121,  3220),
(2024, 8122,  16867),
(2024, 8123,  1583),
(2024, 8124,  3570),
(2024, 8125,  553),
(2024, 8126,  2285),
(2024, 8127,  2034),
(2024, 8128,  10422),
(2024, 8129,  27339),
(2024, 8130,  1151),
(2024, 8131,  53),
(2024, 8132,  15539),
(2024, 8133,  2671),
(2024, 8134,  8624),
(2024, 8135,  11870),
(2024, 8136,  10923),
(2024, 8137,  1605),
(2024, 8138,  21087),
(2024, 8139,  688),
(2024, 8140,  27430),
(2024, 8141,  297),
(2024, 8142,  26287),
(2024, 8143,  2398),
(2024, 8144,  20537),
(2024, 8145,  13856),
(2024, 8146,  1548),
(2024, 8147,  2326),
(2024, 8148,  2188),
(2024, 8149,  1532),
(2024, 8150,  2076),
(2024, 8151,  6515),
(2024, 8152,  27894),
(2024, 8153,  28351),
(2024, 8154,  596),
(2024, 8155,  772),
(2024, 8156,  1928),
(2024, 8157,  1106),
(2024, 8158,  27929),
(2024, 8159,  148),
(2024, 8160,  16959),
(2024, 8161,  2414),
(2024, 8162,  9282),
(2024, 8163,  4684),
(2024, 8164,  2284),
(2024, 8165,  17808),
(2024, 8166,  1874),
(2024, 8167,  776),
(2024, 8168,  27269),
(2024, 8169,  24366),
(2024, 8170,  2664),
(2024, 8171,  2407),
(2024, 8172,  16045),
(2024, 8173,  8781),
(2024, 8174,  20416),
(2024, 8175,  1583),
(2024, 8176,  155),
(2024, 8177,  540),
(2024, 8178,  2136),
(2024, 8179,  2806),
(2024, 8180,  8091),
(2024, 8181,  2881),
(2024, 8182,  23395),
(2024, 8183,  22190),
(2024, 8184,  1703),
(2024, 8185,  19241),
(2024, 8186,  3191),
(2024, 8187,  19189),
(2024, 8188,  11870),
(2024, 8189,  1674),
(2024, 8190,  874),
(2024, 8191,  4949),
(2024, 8192,  11873),
(2024, 8193,  1164),
(2024, 8194,  1053),
(2024, 8195,  317),
(2024, 8196,  1320),
(2024, 8197,  6937),
(2024, 8198,  4175),
(2024, 8199,  7779),
(2024, 8200,  25770),
(2024, 8201,  19656),
(2024, 8202,  17517),
(2024, 8203,  3220),
(2024, 8204,  1266),
(2024, 8205,  855),
(2024, 8206,  765),
(2024, 8207,  23395),
(2024, 8208,  1318),
(2024, 8209,  82),
(2024, 8210,  1326),
(2024, 8211,  778),
(2024, 8212,  27626),
(2024, 8213,  7),
(2024, 8214,  26828),
(2024, 8215,  2382),
(2024, 8216,  417),
(2024, 8217,  13794),
(2024, 8218,  2794),
(2024, 8219,  1839),
(2024, 8220,  27322),
(2024, 8221,  1833),
(2024, 8222,  9682),
(2024, 8223,  368),
(2024, 8224,  12945),
(2024, 8225,  2404),
(2024, 8226,  2232),
(2024, 8227,  2794),
(2024, 8228,  688),
(2024, 8229,  593),
(2024, 8230,  10695),
(2024, 8231,  776),
(2024, 8232,  988),
(2024, 8233,  7),
(2024, 8234,  13294),
(2024, 8235,  2827),
(2024, 8236,  6380),
(2024, 8237,  464),
(2024, 8238,  4980),
(2024, 8239,  892),
(2024, 8240,  22328),
(2024, 8241,  25069),
(2024, 8242,  9805),
(2024, 8243,  2705),
(2024, 8244,  16756),
(2024, 8245,  15189),
(2024, 8246,  379),
(2024, 8247,  12694),
(2024, 8248,  870),
(2024, 8249,  2971),
(2024, 8250,  4435),
(2024, 8251,  5806),
(2024, 8252,  24366),
(2024, 8253,  784),
